January 7, 2025 > 16:23:04 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 400, pepose = string
January 10, 2025 > 12:27:02 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:02 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:02 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:02 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:27:02 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:27:02 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:02 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:02 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:02 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:02 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:03 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:27:03 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:27:03 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:03 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:27:03 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:27:03 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:03 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:27:03 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:03 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:03 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:27:03 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:03 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:03 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:03 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:27:03 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:03 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:03 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:27:03 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:03 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 12:27:03 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:03 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 12:27:03 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 12:27:03 | DEBUG | Добавление траты: user_id=2, for_user_id=2, value=300, purpose=string
January 10, 2025 > 12:27:03 | DEBUG | Трата успешно добавлена
January 10, 2025 > 12:27:03 | INFO | id = 2, operation = add_expens, status = True, for_user_id = 2, value = 300, pepose = string
January 10, 2025 > 13:07:47 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:07:47 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:07:47 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:07:47 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:07:47 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:07:59 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:07:59 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:07:59 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:00 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:00 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:08 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:08 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:08 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:08 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:08 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:09 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:09 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:09 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:09 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:10 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:10 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:10 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:11 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:11 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:11 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:11 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:12 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:12 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:12 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:12 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:12 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:12 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:12 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:12 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:12 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:12 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:12 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:12 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:12 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Получение роли пользователя с ID: 2
January 10, 2025 > 13:08:12 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:12 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:12 | DEBUG | Роль пользователя успешно получена: ('super admin',)
January 10, 2025 > 13:08:12 | DEBUG | Добавление платежа: user_id=2, for_user_id=2, value=200, date_for_period=2025-01-10
January 10, 2025 > 13:08:13 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:13 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:08:13 | DEBUG | Платеж успешно добавлен
January 10, 2025 > 13:08:13 | INFO | id = 2, operation = add_payment, status = True, for_user_id = 2, value = 200, period = 2025-01-10
January 10, 2025 > 13:09:45 | DEBUG | Получение списка платежей
